Node;GeneratorType;Period;genInstalledCap_MW;;;;
Croatia;GasCCSadv;2020-2025;0.000165003;;;;
Croatia;GasCCSadv;2025-2030;0.000314255;;;;
Croatia;GasCCSadv;2030-2035;0.000395799;;;;
Croatia;GasCCSadv;2035-2040;0.002720923;;;;
Croatia;GasCCSadv;2040-2045;0.002724509;;;;
Croatia;GasCCSadv;2045-2050;0.006245178;;;;
Croatia;GasCCSadv;2050-2055;0.006081891;;;;
Croatia;GasCCSadv;2055-2060;0.00593592;;;;
Hungary;GasCCSadv;2020-2025;0.000162692;;;;
Hungary;GasCCSadv;2025-2030;0.000309758;;;;
Hungary;GasCCSadv;2030-2035;0.000394583;;;;
Hungary;GasCCSadv;2035-2040;0.00239375;;;;
Hungary;GasCCSadv;2040-2045;0.002403727;;;;
Hungary;GasCCSadv;2045-2050;0.005134813;;;;
Hungary;GasCCSadv;2050-2055;0.005722886;;;;
Hungary;GasCCSadv;2055-2060;0.00557754;;;;
Ireland;GasCCSadv;2020-2025;0.000178133;;;;
Ireland;GasCCSadv;2025-2030;0.000314455;;;;
Ireland;GasCCSadv;2030-2035;0.00034261;;;;
Ireland;GasCCSadv;2035-2040;0.003349569;;;;
Ireland;GasCCSadv;2040-2045;0.003351599;;;;
Ireland;GasCCSadv;2045-2050;0.006927637;;;;
Ireland;GasCCSadv;2050-2055;0.006750235;;;;
Ireland;GasCCSadv;2055-2060;0.00661596;;;;
Italy;GasCCSadv;2020-2025;0.000176753;;;;
Italy;GasCCSadv;2025-2030;0.00031512;;;;
Italy;GasCCSadv;2030-2035;0.000399735;;;;
Italy;GasCCSadv;2035-2040;0.006729874;;;;
Italy;GasCCSadv;2040-2045;0.007729726;;;;
Italy;GasCCSadv;2045-2050;0.050087782;;;;
Italy;GasCCSadv;2050-2055;0.049914301;;;;
Italy;GasCCSadv;2055-2060;0.049776534;;;;
Lithuania;GasCCSadv;2020-2025;0.000160917;;;;
Lithuania;GasCCSadv;2025-2030;0.000328277;;;;
Lithuania;GasCCSadv;2030-2035;0.000379133;;;;
Lithuania;GasCCSadv;2035-2040;0.005499132;;;;
Lithuania;GasCCSadv;2040-2045;0.00552257;;;;
Lithuania;GasCCSadv;2045-2050;0.007248367;;;;
Lithuania;GasCCSadv;2050-2055;0.007088522;;;;
Lithuania;GasCCSadv;2055-2060;0.006923236;;;;
Luxemb.;GasCCSadv;2020-2025;0.000163702;;;;
Luxemb.;GasCCSadv;2025-2030;0.000326902;;;;
Luxemb.;GasCCSadv;2030-2035;0.00040767;;;;
Luxemb.;GasCCSadv;2035-2040;0.006110144;;;;
Luxemb.;GasCCSadv;2040-2045;0.006126455;;;;
Luxemb.;GasCCSadv;2045-2050;0.006133128;;;;
Luxemb.;GasCCSadv;2050-2055;0.005970695;;;;
Luxemb.;GasCCSadv;2055-2060;0.005810291;;;;
Latvia;GasCCSadv;2020-2025;0.000161394;;;;
Latvia;GasCCSadv;2025-2030;0.000337208;;;;
Latvia;GasCCSadv;2030-2035;0.000391738;;;;
Latvia;GasCCSadv;2035-2040;0.005905126;;;;
Latvia;GasCCSadv;2040-2045;0.010922381;;;;
Latvia;GasCCSadv;2045-2050;0.010928475;;;;
Latvia;GasCCSadv;2050-2055;0.010773847;;;;
Latvia;GasCCSadv;2055-2060;0.010600024;;;;
Netherlands;GasCCSadv;2020-2025;0.000166324;;;;
Netherlands;GasCCSadv;2025-2030;0.000333085;;;;
Netherlands;GasCCSadv;2030-2035;0.000419733;;;;
Netherlands;GasCCSadv;2035-2040;0.011123425;;;;
Netherlands;GasCCSadv;2040-2045;0.01116878;;;;
Netherlands;GasCCSadv;2045-2050;0.011236758;;;;
Netherlands;GasCCSadv;2050-2055;0.011071838;;;;
Netherlands;GasCCSadv;2055-2060;0.01090595;;;;
Poland;GasCCSadv;2020-2025;0.000154756;;;;
Poland;GasCCSadv;2025-2030;0.000322206;;;;
Poland;GasCCSadv;2030-2035;0.000379896;;;;
Poland;GasCCSadv;2035-2040;0.007598603;;;;
Poland;GasCCSadv;2040-2045;0.007610564;;;;
Poland;GasCCSadv;2045-2050;0.007628487;;;;
Poland;GasCCSadv;2050-2055;0.007474593;;;;
Poland;GasCCSadv;2055-2060;0.007312261;;;;
Portugal;GasCCSadv;2020-2025;0.000175459;;;;
Portugal;GasCCSadv;2025-2030;0.000281531;;;;
Portugal;GasCCSadv;2030-2035;0.000332555;;;;
Portugal;GasCCSadv;2035-2040;0.000952104;;;;
Portugal;GasCCSadv;2040-2045;0.015106734;;;;
Portugal;GasCCSadv;2045-2050;0.015116481;;;;
Portugal;GasCCSadv;2050-2055;0.014942084;;;;
Portugal;GasCCSadv;2055-2060;0.014840505;;;;
Romania;GasCCSadv;2020-2025;0.000164377;;;;
Romania;GasCCSadv;2025-2030;0.00033239;;;;
Romania;GasCCSadv;2030-2035;0.00039582;;;;
Romania;GasCCSadv;2035-2040;0.00111761;;;;
Romania;GasCCSadv;2040-2045;0.001893101;;;;
Romania;GasCCSadv;2045-2050;0.009327826;;;;
Romania;GasCCSadv;2050-2055;0.009168192;;;;
Romania;GasCCSadv;2055-2060;0.009001574;;;;
Serbia;GasCCSadv;2020-2025;0.000164099;;;;
Serbia;GasCCSadv;2025-2030;0.000332761;;;;
Serbia;GasCCSadv;2030-2035;0.000397981;;;;
Serbia;GasCCSadv;2035-2040;0.001254362;;;;
Serbia;GasCCSadv;2040-2045;0.005974576;;;;
Serbia;GasCCSadv;2045-2050;0.012149347;;;;
Serbia;GasCCSadv;2050-2055;0.011989728;;;;
Serbia;GasCCSadv;2055-2060;0.011825152;;;;
Sweden;GasCCSadv;2020-2025;0.000144418;;;;
Sweden;GasCCSadv;2025-2030;0.000329112;;;;
Sweden;GasCCSadv;2030-2035;0.000389208;;;;
Sweden;GasCCSadv;2035-2040;0.001209401;;;;
Sweden;GasCCSadv;2040-2045;0.005944218;;;;
Sweden;GasCCSadv;2045-2050;0.005946115;;;;
Sweden;GasCCSadv;2050-2055;0.005802726;;;;
Sweden;GasCCSadv;2055-2060;0.005620595;;;;
Slovenia;GasCCSadv;2020-2025;0.00016244;;;;
Slovenia;GasCCSadv;2025-2030;0.000302723;;;;
Slovenia;GasCCSadv;2030-2035;0.000387778;;;;
Slovenia;GasCCSadv;2035-2040;0.002056799;;;;
Slovenia;GasCCSadv;2040-2045;0.002058412;;;;
Slovenia;GasCCSadv;2045-2050;0.003425452;;;;
Slovenia;GasCCSadv;2050-2055;0.003265606;;;;
Slovenia;GasCCSadv;2055-2060;0.003128302;;;;
Slovakia;GasCCSadv;2020-2025;0.000160834;;;;
Slovakia;GasCCSadv;2025-2030;0.000330793;;;;
Slovakia;GasCCSadv;2030-2035;0.000391969;;;;
Slovakia;GasCCSadv;2035-2040;0.002630384;;;;
Slovakia;GasCCSadv;2040-2045;0.002686122;;;;
Slovakia;GasCCSadv;2045-2050;0.007909534;;;;
Slovakia;GasCCSadv;2050-2055;0.007749574;;;;
Slovakia;GasCCSadv;2055-2060;0.007581912;;;;
Austria;Oilexisting;2020-2025;164;;;;
Austria;Oilexisting;2025-2030;91.11111111;;;;
Austria;Oilexisting;2030-2035;54.66666667;;;;
Austria;Oilexisting;2035-2040;39.48148148;;;;
Austria;Oilexisting;2040-2045;24.6;;;;
Austria;Oilexisting;2045-2050;8.2;;;;
Austria;Oilexisting;2050-2055;0;;;;
Austria;Oilexisting;2055-2060;0;;;;
BosniaH;Oilexisting;2020-2025;0;;;;
BosniaH;Oilexisting;2025-2030;0;;;;
BosniaH;Oilexisting;2030-2035;0;;;;
BosniaH;Oilexisting;2035-2040;0;;;;
BosniaH;Oilexisting;2040-2045;0;;;;
BosniaH;Oilexisting;2045-2050;0;;;;
BosniaH;Oilexisting;2050-2055;0;;;;
BosniaH;Oilexisting;2055-2060;0;;;;
Belgium;Oilexisting;2020-2025;280;;;;
Belgium;Oilexisting;2025-2030;155.5555556;;;;
Belgium;Oilexisting;2030-2035;93.33333333;;;;
Belgium;Oilexisting;2035-2040;67.40740741;;;;
Belgium;Oilexisting;2040-2045;42;;;;
Belgium;Oilexisting;2045-2050;14;;;;
Belgium;Oilexisting;2050-2055;0;;;;
Belgium;Oilexisting;2055-2060;0;;;;
Bulgaria;Oilexisting;2020-2025;0;;;;
Bulgaria;Oilexisting;2025-2030;0;;;;
Bulgaria;Oilexisting;2030-2035;0;;;;
Bulgaria;Oilexisting;2035-2040;0;;;;
Bulgaria;Oilexisting;2040-2045;0;;;;
Bulgaria;Oilexisting;2045-2050;0;;;;
Bulgaria;Oilexisting;2050-2055;0;;;;
Bulgaria;Oilexisting;2055-2060;0;;;;
Switzerland;Oilexisting;2020-2025;0;;;;
Switzerland;Oilexisting;2025-2030;0;;;;
Switzerland;Oilexisting;2030-2035;0;;;;
Switzerland;Oilexisting;2035-2040;0;;;;
Switzerland;Oilexisting;2040-2045;0;;;;
Switzerland;Oilexisting;2045-2050;0;;;;
Switzerland;Oilexisting;2050-2055;0;;;;
Switzerland;Oilexisting;2055-2060;0;;;;
CzechR;Oilexisting;2020-2025;0;;;;
CzechR;Oilexisting;2025-2030;0;;;;
CzechR;Oilexisting;2030-2035;0;;;;
CzechR;Oilexisting;2035-2040;0;;;;
CzechR;Oilexisting;2040-2045;0;;;;
CzechR;Oilexisting;2045-2050;0;;;;
CzechR;Oilexisting;2050-2055;0;;;;
CzechR;Oilexisting;2055-2060;0;;;;
Germany;Oilexisting;2020-2025;3966;;;;
Germany;Oilexisting;2025-2030;2203.333333;;;;
Germany;Oilexisting;2030-2035;1322;;;;
Germany;Oilexisting;2035-2040;954.7777778;;;;
Germany;Oilexisting;2040-2045;594.9;;;;
Germany;Oilexisting;2045-2050;198.3;;;;
Germany;Oilexisting;2050-2055;0;;;;
Germany;Oilexisting;2055-2060;0;;;;
Denmark;Oilexisting;2020-2025;997;;;;
Denmark;Oilexisting;2025-2030;553.8888889;;;;
Denmark;Oilexisting;2030-2035;332.3333333;;;;
Denmark;Oilexisting;2035-2040;240.0185185;;;;
Denmark;Oilexisting;2040-2045;149.55;;;;
Denmark;Oilexisting;2045-2050;49.85;;;;
Denmark;Oilexisting;2050-2055;0;;;;
Denmark;Oilexisting;2055-2060;0;;;;
Estonia;Oilexisting;2020-2025;1423;;;;
Estonia;Oilexisting;2025-2030;790.5555556;;;;
Estonia;Oilexisting;2030-2035;474.3333333;;;;
Estonia;Oilexisting;2035-2040;342.5740741;;;;
Estonia;Oilexisting;2040-2045;213.45;;;;
Estonia;Oilexisting;2045-2050;71.15;;;;
Estonia;Oilexisting;2050-2055;0;;;;
Estonia;Oilexisting;2055-2060;0;;;;
Spain;Oilexisting;2020-2025;669;;;;
Spain;Oilexisting;2025-2030;371.6666667;;;;
Spain;Oilexisting;2030-2035;223;;;;
Spain;Oilexisting;2035-2040;161.0555556;;;;
Spain;Oilexisting;2040-2045;100.35;;;;
Spain;Oilexisting;2045-2050;33.45;;;;
Spain;Oilexisting;2050-2055;0;;;;
Spain;Oilexisting;2055-2060;0;;;;
Finland;Oilexisting;2020-2025;1051;;;;
Finland;Oilexisting;2025-2030;583.8888889;;;;
Finland;Oilexisting;2030-2035;350.3333333;;;;
Finland;Oilexisting;2035-2040;253.0185185;;;;
Finland;Oilexisting;2040-2045;157.65;;;;
Finland;Oilexisting;2045-2050;52.55;;;;
Finland;Oilexisting;2050-2055;0;;;;
Finland;Oilexisting;2055-2060;0;;;;
France;Oilexisting;2020-2025;2755;;;;
France;Oilexisting;2025-2030;1530.555556;;;;
France;Oilexisting;2030-2035;918.3333333;;;;
France;Oilexisting;2035-2040;663.2407407;;;;
France;Oilexisting;2040-2045;413.25;;;;
France;Oilexisting;2045-2050;137.75;;;;
France;Oilexisting;2050-2055;0;;;;
France;Oilexisting;2055-2060;0;;;;
GreatBrit.;Oilexisting;2020-2025;0;;;;
GreatBrit.;Oilexisting;2025-2030;0;;;;
GreatBrit.;Oilexisting;2030-2035;0;;;;
GreatBrit.;Oilexisting;2035-2040;0;;;;
GreatBrit.;Oilexisting;2040-2045;0;;;;
GreatBrit.;Oilexisting;2045-2050;0;;;;
GreatBrit.;Oilexisting;2050-2055;0;;;;
GreatBrit.;Oilexisting;2055-2060;0;;;;
Croatia;Oilexisting;2020-2025;75;;;;
Croatia;Oilexisting;2025-2030;41.66666667;;;;
Croatia;Oilexisting;2030-2035;25;;;;
Croatia;Oilexisting;2035-2040;18.05555556;;;;
Croatia;Oilexisting;2040-2045;11.25;;;;
Croatia;Oilexisting;2045-2050;3.75;;;;
Croatia;Oilexisting;2050-2055;0;;;;
Croatia;Oilexisting;2055-2060;0;;;;
Hungary;Oilexisting;2020-2025;420;;;;
Hungary;Oilexisting;2025-2030;233.3333333;;;;
Hungary;Oilexisting;2030-2035;140;;;;
Hungary;Oilexisting;2035-2040;101.1111111;;;;
Hungary;Oilexisting;2040-2045;63;;;;
Hungary;Oilexisting;2045-2050;21;;;;
Hungary;Oilexisting;2050-2055;0;;;;
Hungary;Oilexisting;2055-2060;0;;;;
Ireland;Oilexisting;2020-2025;1272;;;;
Ireland;Oilexisting;2025-2030;706.6666667;;;;
Ireland;Oilexisting;2030-2035;424;;;;
Ireland;Oilexisting;2035-2040;306.2222222;;;;
Ireland;Oilexisting;2040-2045;190.8;;;;
Ireland;Oilexisting;2045-2050;63.6;;;;
Ireland;Oilexisting;2050-2055;0;;;;
Ireland;Oilexisting;2055-2060;0;;;;
Italy;Oilexisting;2020-2025;1490;;;;
Italy;Oilexisting;2025-2030;827.7777778;;;;
Italy;Oilexisting;2030-2035;496.6666667;;;;
Italy;Oilexisting;2035-2040;358.7037037;;;;
Italy;Oilexisting;2040-2045;223.5;;;;
Italy;Oilexisting;2045-2050;74.5;;;;
Italy;Oilexisting;2050-2055;0;;;;
Italy;Oilexisting;2055-2060;0;;;;
Lithuania;Oilexisting;2020-2025;0;;;;
Lithuania;Oilexisting;2025-2030;0;;;;
Lithuania;Oilexisting;2030-2035;0;;;;
Lithuania;Oilexisting;2035-2040;0;;;;
Lithuania;Oilexisting;2040-2045;0;;;;
Lithuania;Oilexisting;2045-2050;0;;;;
Lithuania;Oilexisting;2050-2055;0;;;;
Lithuania;Oilexisting;2055-2060;0;;;;
Latvia;Oilexisting;2020-2025;0;;;;
Latvia;Oilexisting;2025-2030;0;;;;
Latvia;Oilexisting;2030-2035;0;;;;
Latvia;Oilexisting;2035-2040;0;;;;
Latvia;Oilexisting;2040-2045;0;;;;
Latvia;Oilexisting;2045-2050;0;;;;
Latvia;Oilexisting;2050-2055;0;;;;
Latvia;Oilexisting;2055-2060;0;;;;
Macedonia;Oilexisting;2020-2025;189;;;;
Macedonia;Oilexisting;2025-2030;105;;;;
Macedonia;Oilexisting;2030-2035;63;;;;
Macedonia;Oilexisting;2035-2040;45.5;;;;
Macedonia;Oilexisting;2040-2045;28.35;;;;
Macedonia;Oilexisting;2045-2050;9.45;;;;
Macedonia;Oilexisting;2050-2055;0;;;;
Macedonia;Oilexisting;2055-2060;0;;;;
Portugal;Oilexisting;2020-2025;0;;;;
Portugal;Oilexisting;2025-2030;0;;;;
Portugal;Oilexisting;2030-2035;0;;;;
Portugal;Oilexisting;2035-2040;0;;;;
Portugal;Oilexisting;2040-2045;0;;;;
Portugal;Oilexisting;2045-2050;0;;;;
Portugal;Oilexisting;2050-2055;0;;;;
Portugal;Oilexisting;2055-2060;0;;;;
Sweden;Oilexisting;2020-2025;905;;;;
Sweden;Oilexisting;2025-2030;502.7777778;;;;
Sweden;Oilexisting;2030-2035;301.6666667;;;;
Sweden;Oilexisting;2035-2040;217.8703704;;;;
Sweden;Oilexisting;2040-2045;135.75;;;;
Sweden;Oilexisting;2045-2050;45.25;;;;
Sweden;Oilexisting;2050-2055;0;;;;
Sweden;Oilexisting;2055-2060;0;;;;
Slovenia;Oilexisting;2020-2025;0;;;;
Slovenia;Oilexisting;2025-2030;0;;;;
Slovenia;Oilexisting;2030-2035;0;;;;
Slovenia;Oilexisting;2035-2040;0;;;;
Slovenia;Oilexisting;2040-2045;0;;;;
Slovenia;Oilexisting;2045-2050;0;;;;
Slovenia;Oilexisting;2050-2055;0;;;;
Slovenia;Oilexisting;2055-2060;0;;;;
Slovakia;Oilexisting;2020-2025;0;;;;
Slovakia;Oilexisting;2025-2030;0;;;;
Slovakia;Oilexisting;2030-2035;0;;;;
Slovakia;Oilexisting;2035-2040;0;;;;
Slovakia;Oilexisting;2040-2045;0;;;;
Slovakia;Oilexisting;2045-2050;0;;;;
Slovakia;Oilexisting;2050-2055;0;;;;
Slovakia;Oilexisting;2055-2060;0;;;;
Austria;Bioexisting;2020-2025;482;;;;
Austria;Bioexisting;2025-2030;344.2857143;;;;
Austria;Bioexisting;2030-2035;275.4285714;;;;
Austria;Bioexisting;2035-2040;206.5714286;;;;
Austria;Bioexisting;2040-2045;137.7142857;;;;
Austria;Bioexisting;2045-2050;68.85714286;;;;
Austria;Bioexisting;2050-2055;0;;;;
Austria;Bioexisting;2055-2060;0;;;;
BosniaH;Bioexisting;2020-2025;0;;;;
BosniaH;Bioexisting;2025-2030;0;;;;
BosniaH;Bioexisting;2030-2035;0;;;;
BosniaH;Bioexisting;2035-2040;0;;;;
BosniaH;Bioexisting;2040-2045;0;;;;
BosniaH;Bioexisting;2045-2050;0;;;;
BosniaH;Bioexisting;2050-2055;0;;;;
BosniaH;Bioexisting;2055-2060;0;;;;
Belgium;Bioexisting;2020-2025;701;;;;
Belgium;Bioexisting;2025-2030;500.7142857;;;;
Belgium;Bioexisting;2030-2035;400.5714286;;;;
Belgium;Bioexisting;2035-2040;300.4285714;;;;
Belgium;Bioexisting;2040-2045;200.2857143;;;;
Belgium;Bioexisting;2045-2050;100.1428571;;;;
Belgium;Bioexisting;2050-2055;0;;;;
Belgium;Bioexisting;2055-2060;0;;;;
Bulgaria;Bioexisting;2020-2025;75;;;;
Bulgaria;Bioexisting;2025-2030;53.57142857;;;;
Bulgaria;Bioexisting;2030-2035;42.85714286;;;;
Bulgaria;Bioexisting;2035-2040;32.14285714;;;;
Bulgaria;Bioexisting;2040-2045;21.42857143;;;;
Bulgaria;Bioexisting;2045-2050;10.71428571;;;;
Bulgaria;Bioexisting;2050-2055;0;;;;
Bulgaria;Bioexisting;2055-2060;0;;;;
Switzerland;Bioexisting;2020-2025;241;;;;
Switzerland;Bioexisting;2025-2030;172.1428571;;;;
Switzerland;Bioexisting;2030-2035;137.7142857;;;;
Switzerland;Bioexisting;2035-2040;103.2857143;;;;
Switzerland;Bioexisting;2040-2045;68.85714286;;;;
Switzerland;Bioexisting;2045-2050;34.42857143;;;;
Switzerland;Bioexisting;2050-2055;0;;;;
Switzerland;Bioexisting;2055-2060;0;;;;
CzechR;Bioexisting;2020-2025;410;;;;
CzechR;Bioexisting;2025-2030;292.8571429;;;;
CzechR;Bioexisting;2030-2035;234.2857143;;;;
CzechR;Bioexisting;2035-2040;175.7142857;;;;
CzechR;Bioexisting;2040-2045;117.1428571;;;;
CzechR;Bioexisting;2045-2050;58.57142857;;;;
CzechR;Bioexisting;2050-2055;0;;;;
CzechR;Bioexisting;2055-2060;0;;;;
Germany;Bioexisting;2020-2025;10222;;;;
Germany;Bioexisting;2025-2030;7301.428571;;;;
Germany;Bioexisting;2030-2035;5841.142857;;;;
Germany;Bioexisting;2035-2040;4380.857143;;;;
Germany;Bioexisting;2040-2045;2920.571429;;;;
Germany;Bioexisting;2045-2050;1460.285714;;;;
Germany;Bioexisting;2050-2055;0;;;;
Germany;Bioexisting;2055-2060;0;;;;
Denmark;Bioexisting;2020-2025;1870;;;;
Denmark;Bioexisting;2025-2030;1335.714286;;;;
Denmark;Bioexisting;2030-2035;1068.571429;;;;
Denmark;Bioexisting;2035-2040;801.4285714;;;;
Denmark;Bioexisting;2040-2045;534.2857143;;;;
Denmark;Bioexisting;2045-2050;267.1428571;;;;
Denmark;Bioexisting;2050-2055;0;;;;
Denmark;Bioexisting;2055-2060;0;;;;
Estonia;Bioexisting;2020-2025;143;;;;
Estonia;Bioexisting;2025-2030;102.1428571;;;;
Estonia;Bioexisting;2030-2035;81.71428571;;;;
Estonia;Bioexisting;2035-2040;61.28571429;;;;
Estonia;Bioexisting;2040-2045;40.85714286;;;;
Estonia;Bioexisting;2045-2050;20.42857143;;;;
Estonia;Bioexisting;2050-2055;0;;;;
Estonia;Bioexisting;2055-2060;0;;;;
Spain;Bioexisting;2020-2025;702;;;;
Spain;Bioexisting;2025-2030;501.4285714;;;;
Spain;Bioexisting;2030-2035;401.1428571;;;;
Spain;Bioexisting;2035-2040;300.8571429;;;;
Spain;Bioexisting;2040-2045;200.5714286;;;;
Spain;Bioexisting;2045-2050;100.2857143;;;;
Spain;Bioexisting;2050-2055;0;;;;
Spain;Bioexisting;2055-2060;0;;;;
Finland;Bioexisting;2020-2025;2357;;;;
Finland;Bioexisting;2025-2030;1683.571429;;;;
Finland;Bioexisting;2030-2035;1346.857143;;;;
Finland;Bioexisting;2035-2040;1010.142857;;;;
Finland;Bioexisting;2040-2045;673.4285714;;;;
Finland;Bioexisting;2045-2050;336.7142857;;;;
Finland;Bioexisting;2050-2055;0;;;;
Finland;Bioexisting;2055-2060;0;;;;
France;Bioexisting;2020-2025;2907;;;;
France;Bioexisting;2025-2030;2076.428571;;;;
France;Bioexisting;2030-2035;1661.142857;;;;
France;Bioexisting;2035-2040;1245.857143;;;;
France;Bioexisting;2040-2045;830.5714286;;;;
France;Bioexisting;2045-2050;415.2857143;;;;
France;Bioexisting;2050-2055;0;;;;
France;Bioexisting;2055-2060;0;;;;
GreatBrit.;Bioexisting;2020-2025;4572;;;;
GreatBrit.;Bioexisting;2025-2030;3265.714286;;;;
GreatBrit.;Bioexisting;2030-2035;2612.571429;;;;
GreatBrit.;Bioexisting;2035-2040;1959.428571;;;;
GreatBrit.;Bioexisting;2040-2045;1306.285714;;;;
GreatBrit.;Bioexisting;2045-2050;653.1428571;;;;
GreatBrit.;Bioexisting;2050-2055;0;;;;
GreatBrit.;Bioexisting;2055-2060;0;;;;
Greece;Bioexisting;2020-2025;106;;;;
Greece;Bioexisting;2025-2030;75.71428571;;;;
Greece;Bioexisting;2030-2035;60.57142857;;;;
Greece;Bioexisting;2035-2040;45.42857143;;;;
Greece;Bioexisting;2040-2045;30.28571429;;;;
Greece;Bioexisting;2045-2050;15.14285714;;;;
Greece;Bioexisting;2050-2055;0;;;;
Greece;Bioexisting;2055-2060;0;;;;
Hungary;Bioexisting;2020-2025;213;;;;
Hungary;Bioexisting;2025-2030;152.1428571;;;;
Hungary;Bioexisting;2030-2035;121.7142857;;;;
Hungary;Bioexisting;2035-2040;91.28571429;;;;
Hungary;Bioexisting;2040-2045;60.85714286;;;;
Hungary;Bioexisting;2045-2050;30.42857143;;;;
Hungary;Bioexisting;2050-2055;0;;;;
Hungary;Bioexisting;2055-2060;0;;;;
Ireland;Bioexisting;2020-2025;107;;;;
Ireland;Bioexisting;2025-2030;76.42857143;;;;
Ireland;Bioexisting;2030-2035;61.14285714;;;;
Ireland;Bioexisting;2035-2040;45.85714286;;;;
Ireland;Bioexisting;2040-2045;30.57142857;;;;
Ireland;Bioexisting;2045-2050;15.28571429;;;;
Ireland;Bioexisting;2050-2055;0;;;;
Ireland;Bioexisting;2055-2060;0;;;;
Italy;Bioexisting;2020-2025;1548;;;;
Italy;Bioexisting;2025-2030;1105.714286;;;;
Italy;Bioexisting;2030-2035;884.5714286;;;;
Italy;Bioexisting;2035-2040;663.4285714;;;;
Italy;Bioexisting;2040-2045;442.2857143;;;;
Italy;Bioexisting;2045-2050;221.1428571;;;;
Italy;Bioexisting;2050-2055;0;;;;
Italy;Bioexisting;2055-2060;0;;;;
Lithuania;Bioexisting;2020-2025;95;;;;
Lithuania;Bioexisting;2025-2030;67.85714286;;;;
Lithuania;Bioexisting;2030-2035;54.28571429;;;;
Lithuania;Bioexisting;2035-2040;40.71428571;;;;
Lithuania;Bioexisting;2040-2045;27.14285714;;;;
Lithuania;Bioexisting;2045-2050;13.57142857;;;;
Lithuania;Bioexisting;2050-2055;0;;;;
Lithuania;Bioexisting;2055-2060;0;;;;
Luxemb.;Bioexisting;2020-2025;47;;;;
Luxemb.;Bioexisting;2025-2030;33.57142857;;;;
Luxemb.;Bioexisting;2030-2035;26.85714286;;;;
Luxemb.;Bioexisting;2035-2040;20.14285714;;;;
Luxemb.;Bioexisting;2040-2045;13.42857143;;;;
Luxemb.;Bioexisting;2045-2050;6.714285714;;;;
Luxemb.;Bioexisting;2050-2055;0;;;;
Luxemb.;Bioexisting;2055-2060;0;;;;
Latvia;Bioexisting;2020-2025;164;;;;
Latvia;Bioexisting;2025-2030;117.1428571;;;;
Latvia;Bioexisting;2030-2035;93.71428571;;;;
Latvia;Bioexisting;2035-2040;70.28571429;;;;
Latvia;Bioexisting;2040-2045;46.85714286;;;;
Latvia;Bioexisting;2045-2050;23.42857143;;;;
Latvia;Bioexisting;2050-2055;0;;;;
Latvia;Bioexisting;2055-2060;0;;;;
Netherlands;Bioexisting;2020-2025;572;;;;
Netherlands;Bioexisting;2025-2030;408.5714286;;;;
Netherlands;Bioexisting;2030-2035;326.8571429;;;;
Netherlands;Bioexisting;2035-2040;245.1428571;;;;
Netherlands;Bioexisting;2040-2045;163.4285714;;;;
Netherlands;Bioexisting;2045-2050;81.71428571;;;;
Netherlands;Bioexisting;2050-2055;0;;;;
Netherlands;Bioexisting;2055-2060;0;;;;
Poland;Bioexisting;2020-2025;642;;;;
Poland;Bioexisting;2025-2030;458.5714286;;;;
Poland;Bioexisting;2030-2035;366.8571429;;;;
Poland;Bioexisting;2035-2040;275.1428571;;;;
Poland;Bioexisting;2040-2045;183.4285714;;;;
Poland;Bioexisting;2045-2050;91.71428571;;;;
Poland;Bioexisting;2050-2055;0;;;;
Poland;Bioexisting;2055-2060;0;;;;
Portugal;Bioexisting;2020-2025;684;;;;
Portugal;Bioexisting;2025-2030;488.5714286;;;;
Portugal;Bioexisting;2030-2035;390.8571429;;;;
Portugal;Bioexisting;2035-2040;293.1428571;;;;
Portugal;Bioexisting;2040-2045;195.4285714;;;;
Portugal;Bioexisting;2045-2050;97.71428571;;;;
Portugal;Bioexisting;2050-2055;0;;;;
Portugal;Bioexisting;2055-2060;0;;;;
Romania;Bioexisting;2020-2025;116;;;;
Romania;Bioexisting;2025-2030;82.85714286;;;;
Romania;Bioexisting;2030-2035;66.28571429;;;;
Romania;Bioexisting;2035-2040;49.71428571;;;;
Romania;Bioexisting;2040-2045;33.14285714;;;;
Romania;Bioexisting;2045-2050;16.57142857;;;;
Romania;Bioexisting;2050-2055;0;;;;
Romania;Bioexisting;2055-2060;0;;;;
Sweden;Bioexisting;2020-2025;5299;;;;
Sweden;Bioexisting;2025-2030;3785;;;;
Sweden;Bioexisting;2030-2035;3028;;;;
Sweden;Bioexisting;2035-2040;2271;;;;
Sweden;Bioexisting;2040-2045;1514;;;;
Sweden;Bioexisting;2045-2050;757;;;;
Sweden;Bioexisting;2050-2055;0;;;;
Sweden;Bioexisting;2055-2060;0;;;;
Slovenia;Bioexisting;2020-2025;13;;;;
Slovenia;Bioexisting;2025-2030;9.285714286;;;;
Slovenia;Bioexisting;2030-2035;7.428571429;;;;
Slovenia;Bioexisting;2035-2040;5.571428571;;;;
Slovenia;Bioexisting;2040-2045;3.714285714;;;;
Slovenia;Bioexisting;2045-2050;1.857142857;;;;
Slovenia;Bioexisting;2050-2055;0;;;;
Slovenia;Bioexisting;2055-2060;0;;;;
Slovakia;Bioexisting;2020-2025;225;;;;
Slovakia;Bioexisting;2025-2030;160.7142857;;;;
Slovakia;Bioexisting;2030-2035;128.5714286;;;;
Slovakia;Bioexisting;2035-2040;96.42857143;;;;
Slovakia;Bioexisting;2040-2045;64.28571429;;;;
